globalId,name,questionText,dataSourceShortText,dataSourceLinkLongText
513,When did Lithuania have its fi,When did Lithuania have its first female prime minister?,Source: Wikipedia,"We used Wikipedia to find this information originally, before cross-checking with othe sources.

Source link: [Wikipedia](https://en.wikipedia.org/wiki/List_of_elected_and_appointed_female_heads_of_state_and_government)"
512,"Worldwide, 28% of people are e","Worldwide, 28% of people are employed in the agricultural sector. What is this figure in Lithuania?",Source: ILO,"This question refers to the share of people working in agriculture who are of working age. The census data often used by the ILO is collected every 5-10 years so is not always very current. The quality of data obviously varies by country, with one particular issue being that in some countries it only covers employees and so doesn't include those who are self-employed and unpaid family workers. In those cases, the employment share of the agricultural sector is likely severely underreported. Another issue is where the census data only includes people in urban areas. Where the data is like those two, we do not ask questions about those countries. We also put big differences between the answer options so that our correct answer is way more correct than the other options.

Source link: [ILO](https://data.worldbank.org/indicator/SL.AGR.EMPL.ZS?locations=1W-LT)"
511,How many weeks of paid parenta,How many weeks of paid parental leave are mothers entitled to in Lithuania?,Source: UNICEF,"For this question, we use information from a 2019 UNICEF report called ""Are the world’s richest countries family friendly?"" Due to the difficulty in defining paid leave and the benefits that are paid, we cross-check the UNICEF figures with those from the country used in the question. We also put big differences between the three answer options to be certain that the correct answer we use is way more correct than the other options.

Source link: [UNICEF](https://www.unicef.org/media/55696/file/Family-friendly%20policies%20research%202019.pdf)"
510,How many people in Lithuania c,How many people in Lithuania cook using stoves that don’t produce smoke?,Source: WHO,"The data from the WHO is compiled using surveys and, where data is unavailable for a certain year, it is modeled. It also doesn’t take into account that households may have access to clean fuels but don’t use them because of their high costs. Also, homes that report using clean fuels may continue to use biomass as secondary energy sources. The data uncertainties are why we created large differences between the three answer options and use “around”, ""close to"" and ""more then"" instead of an exact number. We also consulted three independent experts who agreed that  the source of the data represent the most accurate picture of how things are when it comes to the use of clean cooking fuels and technology in the world.

Source link: [WHO](https://data.worldbank.org/indicator/EG.CFT.ACCS.ZS?locations=LT)"
1186,How many babies in Moldova wer,How many babies in Moldova were vaccinated against some disease in 2020?,Source: Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [Source: WHO](https://www.who.int/data/gho/data/themes/topics/indicator-groups/indicator-group-details/GHO/immunization-coverage-estimates)"
1185,"In Moldova, of all children ag","In Moldova, of all children aged 7 to 11, how many went to school in 2018?",Source: Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [Source: UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR?locations=MD)"
564,When did Moldova have its firs,When did Moldova have its first female prime minister?,Source: Wikipedia,"We used Wikipedia to find this information originally, before cross-checking with othe sources.

Source link: [Wikipedia](https://en.wikipedia.org/wiki/List_of_elected_and_appointed_female_heads_of_state_and_government)"
563,How many people in Moldova hav,How many people in Moldova have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/republic-moldova)"
562,"In Moldova in 2020, how many b","In Moldova in 2020, how many babies were born with a trained health worker present?",Source: UNICEF,"This data is complied by the World Health Organization and Unicef. The number we use is based on the most recent data. Data from some countries is more reliable than from others. Different countries also use very different criteria for what is a “trained” health worker. To account for this we use the correct option “more than” rather than using a specific number, to ensure we do not overestimate progress. Since 2004, we have known how many skilled health workers attend births but not their quality. After 2004, there was an increase in births attended by skilled workers, and even though there was a lot of progress, the decline in maternal mortality didn’t reach the 75% by 2015 that was stated in the Millennium Development Goals (The decrease in maternal mortality ratio from 2000 to 2017 was 38%. This was addressed in 2018, with a newer definition of who is a skilled health worker, which has stricter standards. Our data doesn’t yet take this new definition into account as most of the data was collected before 2018. Due to the issue around the definition of “skilled” we tweaked the question to say “trained” health worker instead, as the definition the data uses still meets that criteria.

Source link: [UNICEF](https://data.unicef.org/topic/maternal-health/delivery-care/)"
560,How many people in Moldova use,How many people in Moldova use the internet?,Source: ITU,"The data comes from the International Telecommunication Union (ITU), which is the United Nations' specialized agency for information and communication technologies. It is compiled through surveys and, where data is missing, from estimates. Some countries’ numbers may be overestimates and others are underestimates, for example there is often an underrepresentation of rural communities where Internet access might be lower, resulting in our number being an overestimation. On the other hand, data can be slow to come in from low-income settings where progress right now is the fastest, and the number we have might therefore also be an underestimation. Finally, the ITU’s definition of using the Internet as being online once in the previous three months. If someone was only online once or twice in that time, that is clearly very different from the constant connection many of us have. Despite these limitations, two independent experts we consulted considered the ITU’s figures the best and most reliable estimate of how many people use the Internet.

Source link: [ITU](https://data.worldbank.org/indicator/IT.NET.USER.ZS?locations=MD)"
1184,How many people in Monaco have,How many people in Monaco have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/monaco)"
1183,How many babies in Monaco were,How many babies in Monaco were vaccinated against some disease in 2019?,Source: Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [Source: WHO](https://www.who.int/data/gho/data/themes/topics/indicator-groups/indicator-group-details/GHO/immunization-coverage-estimates)"
566,"During the past 5 years, women","During the past 5 years, women held 25% of all seats in national parliaments worldwide. What was the number in Monaco?",Source: IPU,"Our correct figure is an average across both lower and upper chambers of parliament between 2017-2022. This figure will change as elections are held. We chose to have an average across both chambers of parliament despite the upper houses having different levels of power in different countries. It’s worth noting that being represented in the parliament does not automatically transfer into female contribution and engagement as there sometimes can be other obstacles.
We consulted six independent experts for this question who all agreed that the Inter-Parliamentary Union (IPU) data is extremely reliable.

Source link: [IPU](https://docs.google.com/spreadsheets/d/1QE30QKC-uMbvUlYxLDaZpTVe59ooO0Rz9IC-dbIDQJg/edit#gid=569008168)"
1208,How many babies in Montenegro ,How many babies in Montenegro were vaccinated against some disease in 2019 (before the Coronavirus pandemic)?,Source: Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [Source: WHO](https://www.who.int/data/gho/data/themes/topics/indicator-groups/indicator-group-details/GHO/immunization-coverage-estimates)"
1207,"In Montenegro, of all children","In Montenegro, of all children aged 7 to 11, how many went to school in 2018?",Source: Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [Source: UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR?locations=ME)"
575,How many people in Montenegro ,How many people in Montenegro have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/montenegro)"
574,"In Montenegro in 2018, how man","In Montenegro in 2018, how many babies were born with a trained health worker present?",Source: UNICEF,"This data is complied by the World Health Organization and Unicef. The number we use is based on the most recent data. Data from some countries is more reliable than from others. Different countries also use very different criteria for what is a “trained” health worker. To account for this we use the correct option “more than” rather than using a specific number, to ensure we do not overestimate progress. Since 2004, we have known how many skilled health workers attend births but not their quality. After 2004, there was an increase in births attended by skilled workers, and even though there was a lot of progress, the decline in maternal mortality didn’t reach the 75% by 2015 that was stated in the Millennium Development Goals (The decrease in maternal mortality ratio from 2000 to 2017 was 38%. This was addressed in 2018, with a newer definition of who is a skilled health worker, which has stricter standards. Our data doesn’t yet take this new definition into account as most of the data was collected before 2018. Due to the issue around the definition of “skilled” we tweaked the question to say “trained” health worker instead, as the definition the data uses still meets that criteria.

Source link: [UNICEF](https://data.unicef.org/topic/maternal-health/delivery-care/)"
573,"During the past 5 years, women","During the past 5 years, women held 25% of all seats in national parliaments worldwide. What was the number in Montenegro?",Source: IPU,"Our correct figure is an average across both lower and upper chambers of parliament between 2017-2022. This figure will change as elections are held. We chose to have an average across both chambers of parliament despite the upper houses having different levels of power in different countries. It’s worth noting that being represented in the parliament does not automatically transfer into female contribution and engagement as there sometimes can be other obstacles.
We consulted six independent experts for this question who all agreed that the Inter-Parliamentary Union (IPU) data is extremely reliable.

Source link: [IPU](https://docs.google.com/spreadsheets/d/1QE30QKC-uMbvUlYxLDaZpTVe59ooO0Rz9IC-dbIDQJg/edit#gid=569008179)"
1237,How many people in the Netherl,How many people in the Netherlands have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/netherlands)"
1236,How many babies in the Netherl,How many babies in the Netherlands were vaccinated against some disease in 2019?,Source: Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [Source: WHO](https://www.who.int/data/gho/data/themes/topics/indicator-groups/indicator-group-details/GHO/immunization-coverage-estimates)"
1235,"In the Netherlands, of all chi","In the Netherlands, of all children aged 7 to 11, how many went to school in 2017?",Source: Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [Source: UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR?locations=NL)"
599,Of the total workforce in the ,"Of the total workforce in the Netherlands in 2019, how many people worked in the restaurant and hotel sector?",Source: OECD,"The data we use for this question comes from the OECD. The countries themselves provide this data but, where data for a certain year is missing, the OECD provides estimates. Rather than giving an exact number we use ""less then"", ""around"" and ""more than"" as the figures can change throughout a year, although not by enough to stop the correct answer we use being by far the most correct of the three options.

Source link: [OECD](https://stats.oecd.org/Index.aspx?DataSetCode=ALFS_EMP)"
598,How many start-up companies in,"How many start-up companies in the Netherlands, created after 2015, are listed on the international investment site Crunchbase?",Source: Crunchbase,"Crunchbase lists innovative companies in each country. Using a variety of different methods including an in-house data team and members of the community (these companies are still checked before being added). We extracted the data in February 2021 and it shows the number of companies listed who were created from 1st Jan 2016.

Source link: [Crunchbase](https://www.crunchbase.com/search/organization.companies/126295ed0a16f9172e40510a4812ba3e)"
1198,How many people in North Maced,How many people in North Macedonia have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/north-macedonia)"
1197,How many babies in North Maced,How many babies in North Macedonia were vaccinated against some disease in 2019?,Source: Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [Source: WHO](https://www.who.int/data/gho/data/themes/topics/indicator-groups/indicator-group-details/GHO/immunization-coverage-estimates)"
616,"During the past 5 years, women","During the past 5 years, women held 25% of all seats in national parliaments worldwide. What was the number in North Macedonia?",Source: IPU,"Our correct figure is an average across both lower and upper chambers of parliament between 2017-2022. This figure will change as elections are held. We chose to have an average across both chambers of parliament despite the upper houses having different levels of power in different countries. It’s worth noting that being represented in the parliament does not automatically transfer into female contribution and engagement as there sometimes can be other obstacles.
We consulted six independent experts for this question who all agreed that the Inter-Parliamentary Union (IPU) data is extremely reliable.

Source link: [IPU](https://docs.google.com/spreadsheets/d/1QE30QKC-uMbvUlYxLDaZpTVe59ooO0Rz9IC-dbIDQJg/edit#gid=569008171)"
116,"In North Macedonia, of all chi","In North Macedonia, of all children aged 6 to 10, how many went to school in 2017?",Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR?locations=MK)"
1240,How many people in Norway have,How many people in Norway have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/norway)"
1239,How many babies in Norway were,How many babies in Norway were vaccinated against some disease in 2020?,Source: Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [Source: WHO](https://www.who.int/data/gho/data/themes/topics/indicator-groups/indicator-group-details/GHO/immunization-coverage-estimates)"
1238,"In Norway, of all children age","In Norway, of all children aged 7 to 11, how many went to school in 2017?",Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [Source: UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR?locations=NO)"
620,When did Norway have its first,When did Norway have its first female prime minister?,Source: Wikipedia,"We used Wikipedia to find this information originally, before cross-checking with other sources.

Source link: [Wikipedia](https://en.wikipedia.org/wiki/List_of_elected_and_appointed_female_heads_of_state_and_government)"
618,"Of all workers in Norway, how ","Of all workers in Norway, how many work in the public sector?",Source: Statistics Norway,"We get the figures used in this question directly from the official Norwegian public statistics agency.

Source link: [Statistics Norway](https://www.ssb.no/en/arbeid-og-lonn/statistikker/regsys/aar)"
617,How many airports with paved r,How many airports with paved runways are there in Norway?,Source: OurAirports,"OurAirports relies on contributors to crowdsource airport locations. Because of that, we cross-check their numbers with those on the CIA factbook (which are often much lower). We typically use the lower number and say ""more than"" so we do not overestimate development.

Source link: [OurAirports](https://ourairports.com/countries/NO/)"
1266,How many people in Poland have,How many people in Poland have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/poland)"
1265,How many babies in Poland were,How many babies in Poland were vaccinated against some disease in 2019?,Source: Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [Source: WHO](https://www.who.int/data/gho/data/themes/topics/indicator-groups/indicator-group-details/GHO/immunization-coverage-estimates)"
1264,"In Poland, of all children age","In Poland, of all children aged 7 to 11, how many went to school in 2017?",Source: Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [Source: UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR?locations=PL)"
661,When did Poland have its first,When did Poland have its first female prime minister?,Source: Wikipedia,"We used Wikipedia to find this information originally, before cross-checking with othe sources.

Source link: [Wikipedia](https://en.wikipedia.org/wiki/List_of_elected_and_appointed_female_heads_of_state_and_government)"
660,"In Poland, how many babies are","In Poland, how many babies are born with a trained health worker present?",Source: UNICEF,"This data is complied by the World Health Organization and Unicef. The number we use is based on the most recent data. Data from some countries is more reliable than from others. Different countries also use very different criteria for what is a “trained” health worker. To account for this we use the correct option “more than” rather than using a specific number, to ensure we do not overestimate progress. Since 2004, we have known how many skilled health workers attend births but not their quality. After 2004, there was an increase in births attended by skilled workers, and even though there was a lot of progress, the decline in maternal mortality didn’t reach the 75% by 2015 that was stated in the Millennium Development Goals (The decrease in maternal mortality ratio from 2000 to 2017 was 38%. This was addressed in 2018, with a newer definition of who is a skilled health worker, which has stricter standards. Our data doesn’t yet take this new definition into account as most of the data was collected before 2018. Due to the issue around the definition of “skilled” we tweaked the question to say “trained” health worker instead, as the definition the data uses still meets that criteria.

Source link: [UNICEF](https://data.unicef.org/topic/maternal-health/delivery-care/)"
659,How many companies in Poland w,How many companies in Poland were listed on international stock markets in 2020?,Source: WFE,"The data refers to companies which are listed on a stock market in their own country. We only use countries where those stock markets are open to investors and companies from different countries.

Source link: [WFE](https://data.worldbank.org/indicator/CM.MKT.LDOM.NO?locations=PL)"
658,How many UNESCO world heritage,How many UNESCO world heritage sites are found in Poland?,Source: UNESCO,"These figures come directly from UNESCO. It is important to recognize that the UNESCO system of designating world heritage sites is not without controversy. Firstly, there are accustions of favoritism and that poorer countries struggle to have their sites recognized due to a lack of expertize. Next, there is an accusation that it can be used to profit from people's heritage and resources in a way that excludes them. Those issues aside, it is clear that in the right hands (i.e., historic and cultural preservation organizations, and indigenous community development organizations.) the recognition of these sites can be used as a force for good to bring more opportunity for economically depressed communities.

Source link: [UNESCO](https://whc.unesco.org/en/statesparties/pl)"
657,How many airports with paved r,How many airports with paved runways are there in Poland?,Source: OurAirports,"OurAirports relies on contributors to crowdsource airport locations. Because of that, we cross-check their numbers with those on the CIA factbook (which are often much lower). We typically use the lower number and say ""more than"" so we do not overestimate development.

Source link: [OurAirports](https://ourairports.com/countries/PL/)"
1279,How many people in Romania hav,How many people in Romania have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/romania)"
1278,How many babies in Romania wer,How many babies in Romania were vaccinated against some disease in 2020?,Source: Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [Source: WHO](https://www.who.int/data/gho/data/themes/topics/indicator-groups/indicator-group-details/GHO/immunization-coverage-estimates)"
1277,"In Romania, of all children ag","In Romania, of all children aged 7 to 11, how many went to school in 2017?",Source: Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [Source: UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR?locations=RO)"
672,When did Romania have its firs,When did Romania have its first female prime minister?,Source: Wikipedia,"We used Wikipedia to find this information originally, before cross-checking with othe sources.

Source link: [Wikipedia](https://en.wikipedia.org/wiki/List_of_elected_and_appointed_female_heads_of_state_and_government)"
1307,"In Serbia, of all children age","In Serbia, of all children aged 7 to 11, how many went to school in 2018?",Source: Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [Source: UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR?locations=RS)"
713,When did Serbia have its first,When did Serbia have its first female head of state?,Source: Wikipedia,"We used Wikipedia to find this information originally, before cross-checking with othe sources.

Source link: [Wikipedia](https://en.wikipedia.org/wiki/List_of_elected_and_appointed_female_heads_of_state_and_government)"
712,How many people in Serbia have,How many people in Serbia have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/serbia)"
711,How many people in Serbia are ,How many people in Serbia are 65 and older?,Source: UN,"For this question, we use figures from the UN Population Division's World Population Prospects.  There are countries where there is little or no data and the UN use data modelling, but the margins of error are much smaller than the size of the misconceptions people have (as proved if they choose either of the other two answer options).

Source link: [UN](https://population.un.org/wpp/Graphs/DemographicProfiles/Line/688)"
710,"In Serbia, how many babies are","In Serbia, how many babies are born with a trained health worker present (before the pandemic)?",Source: UNICEF,"This data is complied by the World Health Organization and Unicef. The number we use is based on the most recent data. Data from some countries is more reliable than from others. Different countries also use very different criteria for what is a “trained” health worker. To account for this we use the correct option “more than” rather than using a specific number, to ensure we do not overestimate progress. Since 2004, we have known how many skilled health workers attend births but not their quality. After 2004, there was an increase in births attended by skilled workers, and even though there was a lot of progress, the decline in maternal mortality didn’t reach the 75% by 2015 that was stated in the Millennium Development Goals (The decrease in maternal mortality ratio from 2000 to 2017 was 38%. This was addressed in 2018, with a newer definition of who is a skilled health worker, which has stricter standards. Our data doesn’t yet take this new definition into account as most of the data was collected before 2018. Due to the issue around the definition of “skilled” we tweaked the question to say “trained” health worker instead, as the definition the data uses still meets that criteria.

Source link: [UNICEF](https://data.unicef.org/topic/maternal-health/delivery-care/)"
