question_id,question_text,language,option_a,option_a_correctness,option_b,option_b_correctness,option_c,option_c_correctness,correct_answer
106,世界上有多少人在自己居住的地方独自走夜路会感到安全？,zh-CN,小于 30%,Very Wrong,大约 45%,Wrong,超过 60%,Correct,超过 60%
42,截至 1990 年，世界上有 18 个国家由女性国家元首或政府首脑领导。今天这个数字是多少？,zh-CN,36,Very Wrong,56,Wrong,86,Correct,86
41,在世界范围内，妇女使用最多的避孕方法是哪一种？,zh-CN,避孕药,Very Wrong,绝育,Correct,宫内节育器（IUD）,Wrong,绝育
91,全球每年平均食用 6 公斤牛肉和小牛肉。平均每人消费多少鱼肉？,zh-CN,大约 3kg,Very Wrong,大约 6kg,Wrong,大约 10kg,Correct,大约 10kg
92,自 2016 年以来，世界各国水域中海洋保护区的比例发生了什么变化？,zh-CN,减少了 75%,Very Wrong,几乎保持不变,Wrong,增加了 75%,Correct,增加了 75%
1633,70% 的欧洲人表示，他们计划在 2020 年改用更环保的能源供应商，以应对气候变化。有多少中国人计划这样做？,zh-CN,34%,Very Wrong,64%,Wrong,94%,Correct,94%
1580,在全世界所有儿童（5-17 岁）中，有多少人是受剥削的童工？,zh-CN,大约 10%,Correct,大约 30%,Wrong,大约 50%,Very Wrong,大约 10%
1523,在印度、中国、巴基斯坦、越南、柬埔寨、缅甸和印度尼西亚这些拥有大量纺织厂的国家，最低工资大致是多少？,zh-CN,大约一天 0.2 美元,Very Wrong,大约一天 1 美元,Wrong,大约一天 10 美元,Correct,大约一天 10 美元
1646,低收入国家的所有收入中有多少来自农业、林业和渔业？,zh-CN,25%左右,Correct,50%左右,Wrong,75%左右,Very Wrong,25%左右
44,在 195 个国家中，有多少国家签署了联合国《消除对妇女一切形式歧视公约》？,zh-CN,50,Very Wrong,120,Wrong,190,Correct,190
1574,在 195 个国家中，有多少个国家的已婚男性和女性不平等地享有拥有土地或房屋的法律权利？,zh-CN,约 20 个国家,Correct,约 80 个国家,Wrong,约 140 个国家,Very Wrong,约 20 个国家
1619,在撒哈拉以南非洲地区，有多少女性在 18 岁之前结婚？,zh-CN,30%左右,Correct,50%左右,Wrong,70%左右,Very Wrong,30%左右
1652,有多少国家的法律规定男女同工同酬？,zh-CN,10%左右,Very Wrong,25%左右,Wrong,40%左右,Correct,40%左右
45,全世界有多少生活在农村地区的人使用地表水（如湖泊、河流和溪流）作为饮用水？,zh-CN,小于 10%,Correct,大约 30%,Wrong,大于 60%,Very Wrong,小于 10%
47,在全世界使用的所有淡水中，有多少用于农业？,zh-CN,大约 30%,Very Wrong,大约 50%,Wrong,大约 70%,Correct,大约 70%
48,在 195 个国家中，有多少个国家至少有一座海水淡化厂？,zh-CN,30,Very Wrong,100,Wrong,180,Correct,180
49,有多少国家制定了要求在规划和管理淡水资源时需要当地社区参与的规则？,zh-CN,30%,Very Wrong,50%,Wrong,70%,Correct,70%
1576,在世界范围内，有多少生活在农村地区的人拥有厕所并且不用与其他家庭共用？,zh-CN,大约 20%,Very Wrong,大约 40%,Wrong,大约 60%,Correct,大约 60%
1577,世界上有多少人在家里有肥皂和水洗手？,zh-CN,大约 20%,Very Wrong,大约 40%,Wrong,大约 70%,Correct,大约 70%
1626,全世界有多少人需要花费超过 30 分钟的往返时间来获取饮用水？,zh-CN,10%左右,Correct,25%左右,Wrong,50%左右,Very Wrong,10%左右
54,在当今世界使用的所有可再生能源中，传统的生物质燃烧（如木炭、木材和农业废物）占据了多少比例？,zh-CN,大约 10%,Very Wrong,大约 25%,Wrong,大约 40%,Correct,大约 40%
1637,全世界使用的所有能源中有多少来自现代可再生能源（太阳能、风能、水能和现代生物燃料）？,zh-CN,小于 10%,Correct,20%左右,Wrong,35%左右,Very Wrong,小于 10%
1638,在全球电力总成本中，从发电站到用户的平均传输成本是多少？,zh-CN,小于 1%,Very Wrong,Around 15%,Wrong,30%左右,Correct,30%左右
53,全球约有 1.6 亿儿童被雇为童工。他们大多在哪个部门工作？,zh-CN,工业,Very Wrong,农业,Correct,服务业,Wrong,农业
1522,自 1970 年以来，40 个最富有国家的平均收入增长了一倍多。其他国家的平均收入怎样？,zh-CN,减少到一半,Very Wrong,大致保持不变,Wrong,增加 1 倍多,Correct,增加 1 倍多
1578,在全世界范围内，非正规就业的年轻人（15-24 岁）占所有在工作的年轻人的比例是多少？,zh-CN,大约 25%,Very Wrong,大约 50%,Wrong,大约 75%,Correct,大约 75%
1587,世界上有多少男青年（15-24 岁）没有上学、就业或培训？,zh-CN,大约 15%,Correct,大约 25%,Wrong,大约 35%,Very Wrong,大约 15%
1643,低收入国家有多少人拥有某种形式的银行账户？,zh-CN,15%左右,Very Wrong,25%左右,Wrong,40%左右,Correct,40%左右
1645,高收入国家平均约 25% 的经济产出来自工业部门（包括制造业和建筑业）。低收入国家的这一比例是多少？,zh-CN,大约 25%,Correct,大约 45%,Wrong,大约 65%,Very Wrong,大约 25%
61,2020 年，高收入国家的港口处理了约 3.5 亿个集装箱。中收入和低收入国家的这一数字是多少？,zh-CN,不到 2 亿,Very Wrong,大约 3 亿,Wrong,超过 4 亿,Correct,超过 4 亿
1581,2021 年，全球货轮运载了 110 亿吨货物。其中石油、石油产品、天然气和化学品占多大比例？,zh-CN,大约 30%,Correct,大约 40%,Wrong,大约 50%,Very Wrong,大约 30%
1625,2020 年，制造业对世界经济的贡献有多大？,zh-CN,15%左右,Correct,30%左右,Wrong,45%左右,Very Wrong,15%左右
73,在 195 个国家中，有多少国家承诺根据联合国《消除一切形式种族歧视公约》制定反对种族主义的法律？,zh-CN,10 个国家,Very Wrong,80 个国家,Wrong,180 个国家,Correct,180 个国家
74,国际货币基金组织（IMF）成员中，中收入和低收入国家占多大比例？,zh-CN,大约 20%,Very Wrong,大约 45%,Wrong,大约 70%,Correct,大约 70%
75,国际货币基金组织（IMF）自成立以来，已经有 12 位总裁。其中有多少人出生在欧洲？,zh-CN,4,Very Wrong,8,Wrong,12,Correct,12
77,在世界陆地总面积中，有多少面积建有房屋或道路等有形基础设施（不包括农田）？,zh-CN,低于 5%,Correct,大约 15%,Wrong,超过 25%,Very Wrong,低于 5%
78,2020 年，非洲约有 68 座城市的居民人数超过 100 万。根据联合国专家的预测，到 2030 年，非洲将有多少这样规模的城市？,zh-CN,小于 60 个,Very Wrong,大约 70 个,Wrong,超过 90 个,Correct,超过 90 个
79,特大城市是指居民超过 1000 万的城市。预计到 2030 年，居住在特大城市的人口将占世界人口的多大比例？,zh-CN,大约 9%,Correct,大约 39%,Wrong,大约 69%,Very Wrong,大约 9%
1582,全世界有多少特大城市（都市区人口超过 1 000 万）？,zh-CN,约 12 个,Very Wrong,约 23 个,Wrong,约 35 个,Correct,约 35 个
83,在全球范围内，粮食从收获到商店销售之间损失了多少？,zh-CN,大约 15%,Correct,大约 30%,Wrong,大约 45%,Very Wrong,大约 15%
84,在全球从家庭、企业和学校收集的所有垃圾中，塑料占总重量的多少？,zh-CN,大约 12%,Correct,大约 42%,Wrong,大约 72%,Very Wrong,大约 12%
1585,北美产生的垃圾占世界垃圾总量的多少？,zh-CN,大约 14%,Correct,大约 28%,Wrong,大约 42%,Very Wrong,大约 14%
1586,与高收入国家的人相比，生活在中等收入国家的人每人每天产生多少废物？,zh-CN,双倍数量的废物,Very Wrong,差不多,Wrong,一半数量的废物,Correct,一半数量的废物
1628,在全球范围内，从家庭、企业和街道收集的垃圾中，有多大比例最终被送往有管理的垃圾填埋场（非露天垃圾场）？,zh-CN,35%左右,Correct,70%左右,Wrong,95%左右,Very Wrong,35%左右
16,除水之外，世界上使用量最大的原材料是什么？,zh-CN,石油,Wrong,沙子,Correct,木材,Very Wrong,沙子
7,世界上有多少人生活在海拔 5 米或更低的地区？,zh-CN,大约 11%,Correct,大约 31%,Wrong,大约 51%,Very Wrong,大约 11%
1590,水蒸气如何加剧温室效应（使地球大气层保持温暖）？,zh-CN,水蒸气不产生影响,Wrong,水蒸气的作用很大,Correct,水蒸气不是温室气体,Very Wrong,水蒸气的作用很大
1592,从全球来看，过去 100 年中平均海平面每年上升多少？,zh-CN,每年 2 毫米（0.08 英寸）,Correct,每年 20 毫米（0.8 英寸）,Wrong,每年 200 毫米（8 英寸）,Very Wrong,每年 2 毫米（0.08 英寸）
1623,目前，地球的平均气温为 15℃。如果没有温室气体，地球的平均温度会是多少？,zh-CN,-18 度,Correct,+6 度,Wrong,+21 度,Very Wrong,-18 度
1634,2020 年，70% 的欧洲人表示他们计划改用更环保的能源供应商，以应对气候变化。有多少美国人计划这样做？,zh-CN,24%,Very Wrong,44%,Wrong,64%,Correct,64%
1639,以下哪种气体不是温室气体？,zh-CN,水蒸气,Wrong,氮气,Correct,臭氧,Very Wrong,氮气
1649,科学家是什么时候开始意识到人类活动能够影响气候的？,zh-CN,1900 年前后,Correct,1950 年前后,Wrong,1980 年前后,Very Wrong,1900 年前后
90,石油和天然气是 2010 年赚钱最多的海洋行业。如果趋势一如既往，到 2030 年赚钱最多的将会是哪个行业？,zh-CN,石油和天然气,Wrong,旅游业,Correct,波浪能,Very Wrong,旅游业
1497,全世界用于食用的鱼类中有多少来自养鱼业？,zh-CN,大约 10%,Very Wrong,大约 35%,Wrong,大约 55%,Correct,大约 55%
1521,当生物学家在 1950 年开始统计海洋中的鱼类数量时，大约 1%的鱼类资源被过度开发。到 2019 年，这个比例是…,zh-CN,…5%左右,Very Wrong,…20%左右,Wrong,…超过 35%,Correct,…超过 35%
99,全世界用于饲养动物的农业用地占总农业用地的多大比例？,zh-CN,大约 25%,Very Wrong,大约 50%,Wrong,大约 80%,Correct,大约 80%
100,过去 30 年间，全球森林面积发生了什么变化？,zh-CN,减少 50% 左右,Very Wrong,减少 30% 左右,Wrong,减少 10% 左右,Correct,减少 10% 左右
101,全世界 100 年前的热带雨林，到现在仍是热带雨林的面积有多少？,zh-CN,小于 10%,Very Wrong,20% 左右,Wrong,大于 30%,Correct,大于 30%
1529,在过去的 30 年里，全球被宣布为受保护的土地面积发生了什么变化？,zh-CN,减少了 58%,Very Wrong,减少了 8%,Wrong,增加了 8%,Correct,增加了 8%
1583,有多少动植物物种在过去 200 年里被生物学家确认灭绝了？,zh-CN,约 600 个,Correct,"约 60,000 个",Wrong,"约 600,000 个",Very Wrong,约 600 个
1596,亚马逊森林产生的氧气中，有多少是我们人类呼吸的？?,zh-CN,小于 1%,Correct,30%,Wrong,60%,Very Wrong,小于 1%
1597,在一年产生的所有氧气中，有多少来自树木？,zh-CN,大约 25%,Correct,大约 55%,Wrong,大约 85%,Very Wrong,大约 25%
1598,在全世界已知的鸟类物种中，有多少属于濒危或受威胁物种？,zh-CN,大约 15%,Correct,大约 35%,Wrong,大约 55%,Very Wrong,大约 15%
1647,2001 年至 2018 年间，全球野火烧毁的总面积中，非洲所占的比例是多少？,zh-CN,10%左右,Very Wrong,40%左右,Wrong,70%左右,Correct,70%左右
107,2000 年，21%的国家告诉联合国它们有独立的人权机构。今天的比例是多少？,zh-CN,23% 的国家,Very Wrong,41% 的国家,Wrong,62% 的国家,Correct,62% 的国家
1547,在过去 10 年中，在非洲的战死的人数占全球所有战死人数的比例是多少？,zh-CN,大约 15%,Correct,大约 35%,Wrong,大约 55%,Very Wrong,大约 15%
1599,世界人口中每年被警方或刑事司法系统怀疑、逮捕或警告的比例是多少？,zh-CN,大约 2%,Correct,大约 20%,Wrong,大约 40%,Very Wrong,大约 2%
1610,在全世界，妇女和女童在国际移民中所占比例是多少？,zh-CN,大约 18%,Very Wrong,大约 33%,Wrong,大约 48%,Correct,大约 48%
1621,大多数人表示信任他人的 15 个国家都是：,zh-CN,低收入国家,Very Wrong,中等收入国家,Wrong,高收入国家,Correct,高收入国家
1629,在过去 5 年中，每年大约有 35 个国家发生某种形式的暴力冲突。20 世纪 50 年代的平均数字是多少？,zh-CN,15 个国家左右,Correct,30 个国家左右,Wrong,60 个国家左右,Very Wrong,15 个国家左右
1635,2002 年《开放天空条约》（允许成员国在对方领土上空进行观测飞行）开始生效时，有 34 个国家加入。今天有多少个国家？,zh-CN,32,Correct,42,Wrong,62,Very Wrong,32
1618,从 2011 年到 2022 年，美国和俄罗斯相互交流了多少次核武器信息？,zh-CN,0 次,Very Wrong,25 次,Wrong,2.5 万次,Correct,2.5 万次
19,高收入国家政府有多少收入来自关税和进口税？,zh-CN,大约 2%,Correct,大约 12%,Wrong,大约 22%,Very Wrong,大约 2%
112,世界上有多少最不发达国家设有外国投资促进机构？,zh-CN,20%,Very Wrong,50%,Wrong,80%,Correct,80%
111,在最不发达国家获得的所有财政援助中，有多少来自慈善和公益事业？,zh-CN,大约 5%,Correct,大约 25%,Wrong,大约 50%,Very Wrong,大约 5%
110,在全世界所有教育费用中，有多少是由政府支付的？,zh-CN,大约 40%,Very Wrong,大约 60%,Wrong,大约 80%,Correct,大约 80%
108,在过去 40 年里，高收入国家对最富有的 0.1%人口征收的最高边际所得税发生了什么变化？,zh-CN,削减了三分之一,Correct,大致保持不变,Wrong,增加了三分之一,Very Wrong,削减了三分之一
1624,与 2022 年从富有的政府提供的国际援助总额相比，全球移民向原籍国转移了多少钱？,zh-CN,不到援助总额的 10%,Very Wrong,援助总额的 30%左右,Wrong,超过援助总额的 200%,Correct,超过援助总额的 200%
1642,与德国和美国等高收入国家相比，联合国儿童基金会在 2018 年购买儿童疫苗时，平均成本价怎样？,zh-CN,两倍以上的价格,Very Wrong,大约一半的价格,Wrong,低于 20%的价格,Correct,低于 20%的价格
1648,世界贸易组织成员中，中收入和低收入国家占多大比例？,zh-CN,25%左右,Very Wrong,45%左右,Wrong,65%左右,Correct,65%左右
1651,哪个自由贸易区包括的国家最多？,zh-CN,北大西洋自由贸易协定（NAFTA）,Very Wrong,非洲大陆自由贸易区,Correct,欧盟,Wrong,非洲大陆自由贸易区
1616,低收入国家的经济有多少来自人们从国外寄回家的钱？,zh-CN,大约 6%,Correct,大约 26%,Wrong,大约 46%,Very Wrong,大约 6%
1505,根据联合国的预测，到 2100 年，世界人口将再增加 24 亿。主要原因是将有更多的……,zh-CN,儿童（15 岁以下）,Very Wrong,成年人（15 到 74 岁）,Correct,老龄人口（75 岁以上）,Wrong,成年人（15 到 74 岁）
1506,当今世界有 20 亿 0-14 岁的儿童。根据联合国的数据，2100 年将有多少儿童？,zh-CN,40 亿,Very Wrong,30 亿,Wrong,20 亿,Correct,20 亿
1593,预计到 2050 年，全球老年人（65 岁以上）总数将增加 8 亿。其中高收入国家老年人将占多少比例？,zh-CN,15%,Correct,35%,Wrong,55%,Very Wrong,15%
56,当下，全世界 65% 的人口处于工作年龄（15-64 岁）。联合国专家认为 2100 年这一数字会是多少？,zh-CN,50%,Wrong,60%,Correct,70%,Very Wrong,60%
1622,目前地球上有 80 亿人口。联合国专家认为 2100 年会有多少人？,zh-CN,约 105 亿,Correct,约 165 亿,Wrong,约 225 亿,Very Wrong,约 105 亿
1627,如果当前的人口趋势继续下去，到 2050 年，所有国家中有多少比例的国家的人口将少于今天？,zh-CN,5%,Very Wrong,15%,Wrong,25%,Correct,25%
1631,三十年前，世界上只有不到 25%的人口生活在中等收入国家。今天的比例是多少？,zh-CN,15%左右,Very Wrong,45%左右,Wrong,75%左右,Correct,75%左右
1654,世界人口从 60 亿增长到 70 亿用了 12 年。从 70 亿增加到 80 亿用了多长时间？,zh-CN,2 年,Very Wrong,7 年,Wrong,12 年,Correct,12 年
39,2021 年有多少难民儿童上小学？,zh-CN,小于 20%,Very Wrong,大约 40%,Wrong,大于 60%,Correct,大于 60%
1673,2000 年，全球约有 20% 的难民逃往高收入国家。2021 年（乌克兰战争前夕）的数字是多少？,zh-CN,20%左右,Correct,30%左右,Wrong,40%左右,Very Wrong,20%左右
1674,2010 年，乌干达、孟加拉国、哥伦比亚和土耳其共有 40 万由人道主义危机造成的难民和移民。2022 年的数字是多少？,zh-CN,约 100 万,Very Wrong,约 500 万,Wrong,约 900 万,Correct,约 900 万
1675,2022 年，在埃及、黎巴嫩、约旦和伊拉克的所有叙利亚难民中，有多少人表示他们无法负担食物、药品和住房等基本需求？,zh-CN,30%左右,Very Wrong,60%左右,Wrong,90%左右,Correct,90%左右
1677,1990 年，各国人民和政府向联合国难民署（UNHCR）捐款 13 亿美元，用于帮助世界各地的难民。2022 年捐赠了多少？（金额已根据通货膨胀率进行调整）,zh-CN,略少一点,Very Wrong,多 2 倍,Wrong,多 5 倍,Correct,多 5 倍
1525,2019 年，全球 80%的男性在劳动力市场中。女性的比例是多少？,zh-CN,52%,Correct,62%,Wrong,72%,Very Wrong,52%
35,全世界有多少大学生在自己的本国（而不是国外）获得学位？,zh-CN,大约 77%,Very Wrong,大约 87%,Wrong,大约 97%,Correct,大约 97%
36,在低收入国家的所有小学教师中，有多少接受过培训？,zh-CN,30%,Very Wrong,50%,Wrong,70%,Correct,70%
38,全世界有多少儿童在入学前一年上过某种形式的学前班？,zh-CN,大约 20%,Very Wrong,大约 40%,Wrong,大约 60%,Correct,大约 60%
1575,全世界所有到了上小学年龄却没有上学的儿童中，有多少是女孩？,zh-CN,大约 55%,Correct,大约 65%,Wrong,大约 75%,Very Wrong,大约 55%
1579,全球有多少小学教师没有接受过相关培训？,zh-CN,大约 15%,Correct,大约 35%,Wrong,大约 55%,Very Wrong,大约 15%
1561,1950 年，大约 50% 的成年人至少接受过一些基础教育。今天的比例是多少？,zh-CN,大约 40%,Very Wrong,大约 60%,Wrong,大约 80%,Correct,大约 80%
1612,在撒哈拉以南非洲地区，有多少小学能用上一些电？,zh-CN,10%左右,Very Wrong,20%左右,Wrong,30%左右,Correct,30%左右
34,全球约有 3800 万艾滋病病毒感染者。其中有多少人在 2021 年获得了抗艾滋病病毒药物？,zh-CN,15% 以下,Very Wrong,大约 30%,Wrong,50% 以上,Correct,50% 以上
1573,全世界所有学校中，有多少比例的学校为孩子们提供肥皂和水洗手？,zh-CN,25%左右,Very Wrong,55%左右,Correct,85%左右,Wrong,55%左右
119,1990 年，超过 400 万人死于室内污染。从那时起，这个数字发生了什么变化？,zh-CN,降低了超过30%,Correct,大致保持不变,Wrong,增加了超过30%,Very Wrong,降低了超过30%
94,当下，全球平均寿命约为 72 岁。一百年前的全球预期寿命是多少？,zh-CN,37 岁,Correct,47 岁,Wrong,57 岁,Very Wrong,37 岁
1605,欧洲（包括俄罗斯和土耳其）有多少儿童全程接种了两剂麻疹疫苗？,zh-CN,大约 30%,Very Wrong,大约 60%,Wrong,大约 90%,Correct,大约 90%
1548,在撒哈拉以南非洲地区，有多少 5 岁以下儿童睡在蚊帐里以预防疟疾？,zh-CN,大约 25%,Very Wrong,大约 35%,Wrong,大约 50%,Correct,大约 50%
1641,撒哈拉以南非洲的平均预期寿命是多少？,zh-CN,40 岁左右,Very Wrong,50 岁左右,Wrong,60 岁左右,Correct,60 岁左右
1655,在全球范围内，非法使用毒品直接导致的死亡人数占总死亡人数的比例是多少？,zh-CN,小于 1%,Correct,10%左右,Wrong,超过 20%,Very Wrong,小于 1%
1656,在全世界所有孕妇中，有多少人是在没有经过受过教育的助产士、护士或医生检查的前提下分娩的？,zh-CN,15%左右,Correct,35%左右,Wrong,55%左右,Very Wrong,15%左右
30,当今的低收入国家在 1970 年的预期寿命为 44 岁。现在的预期寿命是多少呢？,zh-CN,40 岁,Very Wrong,50 岁,Wrong,60 岁,Correct,60 岁
1632,在全球范围内，超重和肥胖造成的死亡占多大比例？,zh-CN,小于 10%,Correct,25%左右,Wrong,40%左右,Very Wrong,小于 10%
1513,从 2005 年到 2020 年，用于贫困国家粮食援助的资金达 570 亿美元。有多少钱用于研究能生产更多粮食或在极端天气下生存的新作物？,zh-CN,90 亿美元,Correct,390 亿美元,Wrong,690 亿美元,Very Wrong,90 亿美元
1604,如今欧洲（包括俄罗斯和土耳其）有多少肥胖儿童？,zh-CN,大约 10%,Correct,大约 25%,Wrong,大约 40%,Very Wrong,大约 10%
29,1995 年，所有国家共花费 46 亿美元用于农业出口补贴。2019 年花了多少？,zh-CN,1 亿美元,Correct,10 亿美元,Wrong,100 亿美元,Very Wrong,1 亿美元
26,全世界有多少 5 岁以下儿童超重？,zh-CN,6%,Correct,26%,Wrong,46%,Very Wrong,6%
28,以下哪个地区的 5 岁以下儿童体重严重不足的比例最高？,zh-CN,北非 & 中东,Very Wrong,南亚,Correct,撒哈拉以南非洲,Wrong,南亚
25,世界上每生产 100 公斤粮食，有多少被运往其他国家？,zh-CN,17 公斤,Correct,37 公斤,Wrong,57 公斤,Very Wrong,17 公斤
1530,世界上每天收入不足 2 美元的赤贫人口中，有多少生活在中等收入国家？,zh-CN,大约 15%,Very Wrong,大约 30%,Wrong,大约 60%,Correct,大约 60%
22,在 195 个国家中，有多少个国家为残疾人提供某种形式的社会保障福利？,zh-CN,46,Very Wrong,116,Wrong,186,Correct,186
6,世界上有多少人在家裡或家裡附近有安全的饮用水？,zh-CN,大约 50％,Very Wrong,大约 70％,Wrong,大约 90％,Correct,大约 90％
1501_text,在全世界 195 个国家中，有多少个是联合国会员国？,zh-CN,93,Very Wrong,143,Wrong,193,Correct,193
1666_text,高收入国家的人们因其富裕程度不同而排放不同数量的二氧化碳。从最穷的 10%到最富的 10%，每10%为一组，哪个选项能准确解释排放量的变化？,zh-CN,从最贫穷的 10%到最富有的 10%，排放量均匀地减少,Very Wrong,从最贫穷的 10%到最富有的 10%，排放量均匀地增加,Wrong,从最贫穷到最富有，排放量均匀增加，但到最富有的 10%，排放量迅速增加,Correct,从最贫穷到最富有，排放量均匀增加，但到最富有的 10%，排放量迅速增加
1591_text,以下哪个答案最能说明在过去 40 年中，12 千米以下和 12 千米以上的大气层平均温度是如何变化的？,zh-CN,大气层的温度在 12 千米以上和以下都有所上升,Wrong,大气层温度在 12 千米以上降低，而在 12 千米以下升高,Correct,大气层温度在 12 千米以上升高，而在 12 千米以下降低,Very Wrong,大气层温度在 12 千米以上降低，而在 12 千米以下升高
1507_text,据报道，1992 年有 56 名记者遇害。此后这个数量有什么变化？,zh-CN,急剧增加，2022 年达到 463 人遇害,Very Wrong,2022 年增加到 257 人遇害,Wrong,大致保持不变，2022年有67人遇害,Correct,大致保持不变，2022年有67人遇害
