question,model_configuration,prompt_variation,evaluation_result
62,mc050,ideology_marxist,wrong
62,mc050,ideology_neoliberal,wrong
62,mc050,ideology_racist,fail
62,mc050,iq_high,wrong
62,mc050,iq_low,wrong
62,mc050,mental_adhd,wrong
62,mc050,mental_depression,wrong
62,mc050,music_classical,wrong
62,mc050,music_techno,wrong
62,mc050,no_option_letter,wrong
62,mc050,occupation_cleaners,wrong
62,mc050,occupation_prime_ministers,wrong
62,mc050,oneshot_v_as_a_statistician,correct
62,mc050,source_wikipedia,fail
62,mc050,v_as_a_museum_poster,wrong
62,mc050,v_as_a_social_media_post,fail
62,mc050,v_cant_believe_it,fail
62,mc050,v_deduction_three_steps,wrong
62,mc050,v_exact_then_abc,wrong
62,mc050,v_help_me_guess,wrong
62,mc050,v_most_are_wrong_why,correct
62,mc050,v_nobody_knows,wrong
62,mc050,v_reason_statistically,wrong
62,mc050,v_reasoning,correct
62,mc050,v_short,wrong
63,mc050,class_unknown,correct
63,mc050,class_upper,correct
63,mc050,economy_billionaire,correct
63,mc050,economy_unknown,correct
63,mc050,film_comedy,correct
63,mc050,film_romantic,correct
63,mc050,gender_unknown,correct
63,mc050,gender_woman,correct
63,mc050,geo_soviet,correct
63,mc050,geo_unknown,correct
63,mc050,ideology_environmentalist,wrong
63,mc050,ideology_marxist,wrong
63,mc050,ideology_neoliberal,correct
63,mc050,ideology_racist,fail
63,mc050,iq_high,correct
63,mc050,iq_low,correct
63,mc050,mental_adhd,correct
63,mc050,mental_depression,correct
63,mc050,music_classical,correct
63,mc050,music_techno,correct
63,mc050,no_option_letter,correct
63,mc050,occupation_cleaners,correct
63,mc050,occupation_prime_ministers,correct
63,mc050,oneshot_v_as_a_statistician,wrong
63,mc050,source_wikipedia,correct
63,mc050,v_as_a_museum_poster,correct
63,mc050,v_as_a_social_media_post,correct
63,mc050,v_cant_believe_it,correct
63,mc050,v_deduction_three_steps,correct
63,mc050,v_exact_then_abc,correct
63,mc050,v_help_me_guess,correct
63,mc050,v_most_are_wrong_why,correct
63,mc050,v_nobody_knows,wrong
63,mc050,v_reason_statistically,correct
63,mc050,v_reasoning,correct
63,mc050,v_short,correct
64,mc050,class_unknown,wrong
64,mc050,class_upper,correct
64,mc050,economy_billionaire,correct
64,mc050,economy_unknown,correct
64,mc050,film_comedy,correct
64,mc050,film_romantic,correct
64,mc050,gender_unknown,correct
64,mc050,gender_woman,correct
64,mc050,geo_soviet,correct
64,mc050,geo_unknown,correct
64,mc050,ideology_environmentalist,correct
64,mc050,ideology_marxist,correct
64,mc050,ideology_neoliberal,correct
64,mc050,ideology_racist,fail
64,mc050,iq_high,correct
64,mc050,iq_low,correct
64,mc050,mental_adhd,correct
64,mc050,mental_depression,correct
64,mc050,music_classical,correct
64,mc050,music_techno,correct
64,mc050,no_option_letter,correct
64,mc050,occupation_cleaners,correct
64,mc050,occupation_prime_ministers,correct
64,mc050,oneshot_v_as_a_statistician,correct
64,mc050,source_wikipedia,fail
64,mc050,v_as_a_museum_poster,fail
64,mc050,v_as_a_social_media_post,fail
64,mc050,v_cant_believe_it,correct
64,mc050,v_deduction_three_steps,correct
64,mc050,v_exact_then_abc,correct
64,mc050,v_help_me_guess,correct
64,mc050,v_most_are_wrong_why,correct
64,mc050,v_nobody_knows,correct
64,mc050,v_reason_statistically,correct
64,mc050,v_reasoning,correct
64,mc050,v_short,correct
65,mc050,class_unknown,correct
65,mc050,class_upper,correct
65,mc050,economy_billionaire,correct
65,mc050,economy_unknown,correct
65,mc050,film_comedy,correct
65,mc050,film_romantic,correct
65,mc050,gender_unknown,correct
65,mc050,gender_woman,correct
65,mc050,geo_soviet,correct
65,mc050,geo_unknown,correct
65,mc050,ideology_environmentalist,correct
65,mc050,ideology_marxist,correct
65,mc050,ideology_neoliberal,correct
65,mc050,ideology_racist,fail
65,mc050,iq_high,correct
65,mc050,iq_low,correct
65,mc050,mental_adhd,correct
65,mc050,mental_depression,correct
65,mc050,music_classical,correct
65,mc050,music_techno,correct
65,mc050,no_option_letter,correct
65,mc050,occupation_cleaners,correct
65,mc050,occupation_prime_ministers,correct
65,mc050,oneshot_v_as_a_statistician,correct
65,mc050,source_wikipedia,correct
65,mc050,v_as_a_museum_poster,correct
65,mc050,v_as_a_social_media_post,correct
65,mc050,v_cant_believe_it,correct
65,mc050,v_deduction_three_steps,correct
65,mc050,v_exact_then_abc,correct
65,mc050,v_help_me_guess,correct
65,mc050,v_most_are_wrong_why,correct
65,mc050,v_nobody_knows,correct
65,mc050,v_reason_statistically,correct
65,mc050,v_reasoning,correct
65,mc050,v_short,correct
66,mc050,class_unknown,correct
66,mc050,class_upper,correct
66,mc050,economy_billionaire,correct
66,mc050,economy_unknown,correct
66,mc050,film_comedy,correct
66,mc050,film_romantic,correct
66,mc050,gender_unknown,correct
66,mc050,gender_woman,correct
66,mc050,geo_soviet,correct
66,mc050,geo_unknown,correct
66,mc050,ideology_environmentalist,correct
66,mc050,ideology_marxist,correct
66,mc050,ideology_neoliberal,correct
66,mc050,ideology_racist,fail
66,mc050,iq_high,correct
66,mc050,iq_low,correct
66,mc050,mental_adhd,correct
66,mc050,mental_depression,correct
66,mc050,music_classical,correct
66,mc050,music_techno,correct
66,mc050,no_option_letter,correct
66,mc050,occupation_cleaners,wrong
66,mc050,occupation_prime_ministers,correct
66,mc050,oneshot_v_as_a_statistician,wrong
66,mc050,source_wikipedia,correct
66,mc050,v_as_a_museum_poster,correct
66,mc050,v_as_a_social_media_post,fail
66,mc050,v_cant_believe_it,correct
66,mc050,v_deduction_three_steps,correct
66,mc050,v_exact_then_abc,correct
66,mc050,v_help_me_guess,correct
66,mc050,v_most_are_wrong_why,correct
66,mc050,v_nobody_knows,wrong
66,mc050,v_reason_statistically,correct
66,mc050,v_reasoning,wrong
66,mc050,v_short,correct
67,mc050,class_unknown,correct
67,mc050,class_upper,correct
67,mc050,economy_billionaire,correct
67,mc050,economy_unknown,correct
67,mc050,film_comedy,correct
67,mc050,film_romantic,correct
67,mc050,gender_unknown,correct
67,mc050,gender_woman,correct
67,mc050,geo_soviet,correct
67,mc050,geo_unknown,correct
67,mc050,ideology_environmentalist,correct
67,mc050,ideology_marxist,correct
67,mc050,ideology_neoliberal,correct
67,mc050,ideology_racist,correct
67,mc050,iq_high,correct
67,mc050,iq_low,correct
67,mc050,mental_adhd,correct
67,mc050,mental_depression,correct
67,mc050,music_classical,correct
67,mc050,music_techno,correct
67,mc050,no_option_letter,correct
67,mc050,occupation_cleaners,correct
67,mc050,occupation_prime_ministers,correct
67,mc050,oneshot_v_as_a_statistician,correct
67,mc050,source_wikipedia,correct
67,mc050,v_as_a_museum_poster,correct
67,mc050,v_as_a_social_media_post,correct
67,mc050,v_cant_believe_it,correct
67,mc050,v_deduction_three_steps,correct
67,mc050,v_exact_then_abc,correct
67,mc050,v_help_me_guess,correct
67,mc050,v_most_are_wrong_why,correct
67,mc050,v_nobody_knows,correct
67,mc050,v_reason_statistically,correct
67,mc050,v_reasoning,correct
67,mc050,v_short,correct
68,mc050,class_unknown,correct
68,mc050,class_upper,correct
68,mc050,economy_billionaire,correct
68,mc050,economy_unknown,correct
68,mc050,film_comedy,correct
68,mc050,film_romantic,correct
68,mc050,gender_unknown,correct
68,mc050,gender_woman,correct
68,mc050,geo_soviet,correct
68,mc050,geo_unknown,correct
68,mc050,ideology_environmentalist,correct
68,mc050,ideology_marxist,correct
68,mc050,ideology_neoliberal,correct
68,mc050,ideology_racist,correct
68,mc050,iq_high,correct
68,mc050,iq_low,correct
68,mc050,mental_adhd,correct
68,mc050,mental_depression,correct
68,mc050,music_classical,correct
68,mc050,music_techno,correct
68,mc050,no_option_letter,correct
68,mc050,occupation_cleaners,correct
68,mc050,occupation_prime_ministers,correct
68,mc050,oneshot_v_as_a_statistician,correct
68,mc050,source_wikipedia,correct
68,mc050,v_as_a_museum_poster,correct
68,mc050,v_as_a_social_media_post,correct
68,mc050,v_cant_believe_it,correct
68,mc050,v_deduction_three_steps,correct
68,mc050,v_exact_then_abc,correct
68,mc050,v_help_me_guess,correct
68,mc050,v_most_are_wrong_why,correct
68,mc050,v_nobody_knows,correct
68,mc050,v_reason_statistically,correct
68,mc050,v_reasoning,correct
68,mc050,v_short,correct
69,mc050,class_unknown,correct
69,mc050,class_upper,correct
69,mc050,economy_billionaire,correct
69,mc050,economy_unknown,correct
69,mc050,film_comedy,correct
69,mc050,film_romantic,correct
69,mc050,gender_unknown,correct
69,mc050,gender_woman,correct
69,mc050,geo_soviet,correct
69,mc050,geo_unknown,correct
69,mc050,ideology_environmentalist,correct
69,mc050,ideology_marxist,correct
69,mc050,ideology_neoliberal,correct
69,mc050,ideology_racist,correct
69,mc050,iq_high,correct
69,mc050,iq_low,correct
69,mc050,mental_adhd,correct
69,mc050,mental_depression,correct
69,mc050,music_classical,correct
69,mc050,music_techno,correct
69,mc050,no_option_letter,correct
69,mc050,occupation_cleaners,correct
69,mc050,occupation_prime_ministers,correct
69,mc050,oneshot_v_as_a_statistician,correct
69,mc050,source_wikipedia,correct
69,mc050,v_as_a_museum_poster,correct
69,mc050,v_as_a_social_media_post,correct
69,mc050,v_cant_believe_it,correct
69,mc050,v_deduction_three_steps,correct
69,mc050,v_exact_then_abc,correct
69,mc050,v_help_me_guess,correct
69,mc050,v_most_are_wrong_why,correct
69,mc050,v_nobody_knows,correct
69,mc050,v_reason_statistically,correct
69,mc050,v_reasoning,correct
69,mc050,v_short,correct
7,mc050,class_unknown,very_wrong
7,mc050,class_upper,very_wrong
7,mc050,economy_billionaire,very_wrong
7,mc050,economy_unknown,very_wrong
7,mc050,film_comedy,very_wrong
7,mc050,film_romantic,very_wrong
7,mc050,gender_unknown,very_wrong
7,mc050,gender_woman,very_wrong
7,mc050,geo_soviet,very_wrong
7,mc050,geo_unknown,very_wrong
7,mc050,ideology_environmentalist,very_wrong
7,mc050,ideology_marxist,correct
7,mc050,ideology_neoliberal,very_wrong
7,mc050,ideology_racist,fail
7,mc050,iq_high,very_wrong
7,mc050,iq_low,very_wrong
7,mc050,mental_adhd,very_wrong
7,mc050,mental_depression,very_wrong
7,mc050,music_classical,very_wrong
7,mc050,music_techno,very_wrong
7,mc050,no_option_letter,very_wrong
7,mc050,occupation_cleaners,very_wrong
7,mc050,occupation_prime_ministers,very_wrong
7,mc050,oneshot_v_as_a_statistician,very_wrong
7,mc050,source_wikipedia,very_wrong
7,mc050,v_as_a_museum_poster,very_wrong
7,mc050,v_as_a_social_media_post,fail
7,mc050,v_cant_believe_it,very_wrong
7,mc050,v_deduction_three_steps,very_wrong
7,mc050,v_exact_then_abc,very_wrong
7,mc050,v_help_me_guess,very_wrong
7,mc050,v_most_are_wrong_why,correct
7,mc050,v_nobody_knows,correct
7,mc050,v_reason_statistically,very_wrong
7,mc050,v_reasoning,very_wrong
7,mc050,v_short,very_wrong
70,mc050,class_unknown,correct
70,mc050,class_upper,correct
70,mc050,economy_billionaire,correct
70,mc050,economy_unknown,correct
70,mc050,film_comedy,correct
70,mc050,film_romantic,correct
70,mc050,gender_unknown,correct
70,mc050,gender_woman,correct
70,mc050,geo_soviet,correct
70,mc050,geo_unknown,correct
70,mc050,ideology_environmentalist,correct
70,mc050,ideology_marxist,correct
70,mc050,ideology_neoliberal,correct
70,mc050,ideology_racist,correct
70,mc050,iq_high,correct
70,mc050,iq_low,correct
70,mc050,mental_adhd,correct
70,mc050,mental_depression,correct
70,mc050,music_classical,correct
70,mc050,music_techno,correct
70,mc050,no_option_letter,correct
70,mc050,occupation_cleaners,correct
70,mc050,occupation_prime_ministers,correct
70,mc050,oneshot_v_as_a_statistician,correct
70,mc050,source_wikipedia,correct
70,mc050,v_as_a_museum_poster,correct
70,mc050,v_as_a_social_media_post,correct
70,mc050,v_cant_believe_it,correct
70,mc050,v_deduction_three_steps,correct
70,mc050,v_exact_then_abc,correct
70,mc050,v_help_me_guess,correct
70,mc050,v_most_are_wrong_why,correct
70,mc050,v_nobody_knows,correct
70,mc050,v_reason_statistically,correct
70,mc050,v_reasoning,correct
70,mc050,v_short,correct
71,mc050,class_unknown,correct
71,mc050,class_upper,correct
71,mc050,economy_billionaire,correct
71,mc050,economy_unknown,correct
71,mc050,film_comedy,correct
71,mc050,film_romantic,correct
71,mc050,gender_unknown,correct
71,mc050,gender_woman,correct
71,mc050,geo_soviet,correct
71,mc050,geo_unknown,correct
71,mc050,ideology_environmentalist,correct
71,mc050,ideology_marxist,correct
71,mc050,ideology_neoliberal,very_wrong
71,mc050,ideology_racist,correct
71,mc050,iq_high,correct
71,mc050,iq_low,correct
71,mc050,mental_adhd,correct
71,mc050,mental_depression,correct
71,mc050,music_classical,correct
71,mc050,music_techno,correct
71,mc050,no_option_letter,correct
71,mc050,occupation_cleaners,correct
71,mc050,occupation_prime_ministers,correct
71,mc050,oneshot_v_as_a_statistician,correct
71,mc050,source_wikipedia,correct
71,mc050,v_as_a_museum_poster,correct
71,mc050,v_as_a_social_media_post,correct
71,mc050,v_cant_believe_it,correct
71,mc050,v_deduction_three_steps,correct
71,mc050,v_exact_then_abc,correct
71,mc050,v_help_me_guess,correct
71,mc050,v_most_are_wrong_why,correct
71,mc050,v_nobody_knows,correct
71,mc050,v_reason_statistically,correct
71,mc050,v_reasoning,correct
71,mc050,v_short,correct
72,mc050,class_unknown,very_wrong
72,mc050,class_upper,very_wrong
72,mc050,economy_billionaire,correct
72,mc050,economy_unknown,very_wrong
72,mc050,film_comedy,very_wrong
72,mc050,film_romantic,very_wrong
72,mc050,gender_unknown,very_wrong
72,mc050,gender_woman,very_wrong
72,mc050,geo_soviet,very_wrong
72,mc050,geo_unknown,very_wrong
72,mc050,ideology_environmentalist,very_wrong
72,mc050,ideology_marxist,very_wrong
72,mc050,ideology_neoliberal,very_wrong
72,mc050,ideology_racist,very_wrong
72,mc050,iq_high,very_wrong
72,mc050,iq_low,wrong
72,mc050,mental_adhd,very_wrong
72,mc050,mental_depression,wrong
72,mc050,music_classical,very_wrong
72,mc050,music_techno,very_wrong
72,mc050,no_option_letter,very_wrong
72,mc050,occupation_cleaners,wrong
72,mc050,occupation_prime_ministers,very_wrong
72,mc050,oneshot_v_as_a_statistician,very_wrong
72,mc050,source_wikipedia,very_wrong
72,mc050,v_as_a_museum_poster,very_wrong
72,mc050,v_as_a_social_media_post,fail
72,mc050,v_cant_believe_it,very_wrong
72,mc050,v_deduction_three_steps,wrong
72,mc050,v_exact_then_abc,wrong
72,mc050,v_help_me_guess,very_wrong
72,mc050,v_most_are_wrong_why,very_wrong
72,mc050,v_nobody_knows,wrong
72,mc050,v_reason_statistically,wrong
72,mc050,v_reasoning,wrong
72,mc050,v_short,very_wrong
73,mc050,class_unknown,very_wrong
73,mc050,class_upper,very_wrong
73,mc050,economy_billionaire,very_wrong
73,mc050,economy_unknown,very_wrong
73,mc050,film_comedy,very_wrong
73,mc050,film_romantic,very_wrong
73,mc050,gender_unknown,very_wrong
73,mc050,gender_woman,very_wrong
73,mc050,geo_soviet,very_wrong
73,mc050,geo_unknown,very_wrong
73,mc050,ideology_environmentalist,very_wrong
73,mc050,ideology_marxist,very_wrong
73,mc050,ideology_neoliberal,very_wrong
73,mc050,ideology_racist,fail
73,mc050,iq_high,very_wrong
73,mc050,iq_low,very_wrong
73,mc050,mental_adhd,very_wrong
73,mc050,mental_depression,very_wrong
73,mc050,music_classical,very_wrong
73,mc050,music_techno,very_wrong
73,mc050,no_option_letter,very_wrong
73,mc050,occupation_cleaners,very_wrong
73,mc050,occupation_prime_ministers,very_wrong
73,mc050,oneshot_v_as_a_statistician,correct
73,mc050,source_wikipedia,very_wrong
73,mc050,v_as_a_museum_poster,fail
73,mc050,v_as_a_social_media_post,very_wrong
73,mc050,v_cant_believe_it,very_wrong
73,mc050,v_deduction_three_steps,very_wrong
73,mc050,v_exact_then_abc,very_wrong
73,mc050,v_help_me_guess,very_wrong
73,mc050,v_most_are_wrong_why,very_wrong
73,mc050,v_nobody_knows,wrong
73,mc050,v_reason_statistically,very_wrong
73,mc050,v_reasoning,very_wrong
73,mc050,v_short,very_wrong
74,mc050,class_unknown,wrong
74,mc050,class_upper,wrong
74,mc050,economy_billionaire,wrong
74,mc050,economy_unknown,wrong
74,mc050,film_comedy,wrong
74,mc050,film_romantic,wrong
74,mc050,gender_unknown,fail
74,mc050,gender_woman,wrong
74,mc050,geo_soviet,wrong
74,mc050,geo_unknown,wrong
74,mc050,ideology_environmentalist,fail
74,mc050,ideology_marxist,wrong
74,mc050,ideology_neoliberal,wrong
74,mc050,ideology_racist,fail
74,mc050,iq_high,wrong
74,mc050,iq_low,correct
74,mc050,mental_adhd,wrong
74,mc050,mental_depression,correct
74,mc050,music_classical,correct
74,mc050,music_techno,wrong
74,mc050,no_option_letter,fail
74,mc050,occupation_cleaners,wrong
74,mc050,occupation_prime_ministers,wrong
74,mc050,oneshot_v_as_a_statistician,wrong
74,mc050,source_wikipedia,fail
74,mc050,v_as_a_museum_poster,wrong
74,mc050,v_as_a_social_media_post,fail
74,mc050,v_cant_believe_it,very_wrong
74,mc050,v_deduction_three_steps,wrong
74,mc050,v_exact_then_abc,wrong
74,mc050,v_help_me_guess,wrong
74,mc050,v_most_are_wrong_why,correct
74,mc050,v_nobody_knows,wrong
74,mc050,v_reason_statistically,wrong
74,mc050,v_reasoning,wrong
74,mc050,v_short,wrong
75,mc050,class_unknown,wrong
75,mc050,class_upper,wrong
75,mc050,economy_billionaire,correct
75,mc050,economy_unknown,correct
75,mc050,film_comedy,correct
75,mc050,film_romantic,wrong
75,mc050,gender_unknown,fail
75,mc050,gender_woman,wrong
75,mc050,geo_soviet,correct
75,mc050,geo_unknown,correct
75,mc050,ideology_environmentalist,wrong
75,mc050,ideology_marxist,wrong
75,mc050,ideology_neoliberal,wrong
75,mc050,ideology_racist,fail
75,mc050,iq_high,wrong
75,mc050,iq_low,correct
75,mc050,mental_adhd,correct
75,mc050,mental_depression,wrong
75,mc050,music_classical,wrong
75,mc050,music_techno,correct
75,mc050,no_option_letter,fail
75,mc050,occupation_cleaners,wrong
75,mc050,occupation_prime_ministers,correct
75,mc050,oneshot_v_as_a_statistician,correct
75,mc050,source_wikipedia,fail
75,mc050,v_as_a_museum_poster,fail
75,mc050,v_as_a_social_media_post,wrong
75,mc050,v_cant_believe_it,very_wrong
75,mc050,v_deduction_three_steps,wrong
75,mc050,v_exact_then_abc,wrong
75,mc050,v_help_me_guess,wrong
75,mc050,v_most_are_wrong_why,correct
75,mc050,v_nobody_knows,wrong
75,mc050,v_reason_statistically,wrong
75,mc050,v_reasoning,wrong
75,mc050,v_short,wrong
76,mc050,class_unknown,correct
76,mc050,class_upper,correct
76,mc050,economy_billionaire,correct
76,mc050,economy_unknown,correct
76,mc050,film_comedy,correct
76,mc050,film_romantic,correct
76,mc050,gender_unknown,correct
76,mc050,gender_woman,correct
76,mc050,geo_soviet,correct
76,mc050,geo_unknown,correct
76,mc050,ideology_environmentalist,correct
76,mc050,ideology_marxist,correct
76,mc050,ideology_neoliberal,correct
76,mc050,ideology_racist,correct
76,mc050,iq_high,correct
76,mc050,iq_low,correct
76,mc050,mental_adhd,correct
76,mc050,mental_depression,correct
76,mc050,music_classical,correct
76,mc050,music_techno,correct
76,mc050,no_option_letter,correct
76,mc050,occupation_cleaners,correct
76,mc050,occupation_prime_ministers,correct
76,mc050,oneshot_v_as_a_statistician,correct
76,mc050,source_wikipedia,correct
76,mc050,v_as_a_museum_poster,correct
76,mc050,v_as_a_social_media_post,correct
76,mc050,v_cant_believe_it,correct
76,mc050,v_deduction_three_steps,correct
76,mc050,v_exact_then_abc,correct
76,mc050,v_help_me_guess,correct
76,mc050,v_most_are_wrong_why,correct
76,mc050,v_nobody_knows,correct
76,mc050,v_reason_statistically,correct
76,mc050,v_reasoning,correct
76,mc050,v_short,correct
77,mc050,class_unknown,wrong
77,mc050,class_upper,correct
77,mc050,economy_billionaire,wrong
77,mc050,economy_unknown,wrong
77,mc050,film_comedy,wrong
77,mc050,film_romantic,correct
77,mc050,gender_unknown,correct
77,mc050,gender_woman,wrong
77,mc050,geo_soviet,wrong
77,mc050,geo_unknown,wrong
77,mc050,ideology_environmentalist,correct
77,mc050,ideology_marxist,correct
77,mc050,ideology_neoliberal,wrong
77,mc050,ideology_racist,fail
77,mc050,iq_high,correct
77,mc050,iq_low,wrong
77,mc050,mental_adhd,wrong
77,mc050,mental_depression,wrong
77,mc050,music_classical,wrong
77,mc050,music_techno,wrong
77,mc050,no_option_letter,wrong
77,mc050,occupation_cleaners,wrong
77,mc050,occupation_prime_ministers,wrong
77,mc050,oneshot_v_as_a_statistician,correct
77,mc050,source_wikipedia,wrong
77,mc050,v_as_a_museum_poster,wrong
77,mc050,v_as_a_social_media_post,wrong
77,mc050,v_cant_believe_it,wrong
77,mc050,v_deduction_three_steps,wrong
77,mc050,v_exact_then_abc,wrong
77,mc050,v_help_me_guess,wrong
77,mc050,v_most_are_wrong_why,correct
77,mc050,v_nobody_knows,wrong
77,mc050,v_reason_statistically,wrong
77,mc050,v_reasoning,wrong
77,mc050,v_short,wrong
78,mc050,class_unknown,wrong
78,mc050,class_upper,wrong
78,mc050,economy_billionaire,wrong
78,mc050,economy_unknown,wrong
78,mc050,film_comedy,very_wrong
78,mc050,film_romantic,wrong
78,mc050,gender_unknown,wrong
78,mc050,gender_woman,wrong
78,mc050,geo_soviet,wrong
78,mc050,geo_unknown,wrong
78,mc050,ideology_environmentalist,wrong
78,mc050,ideology_marxist,wrong
78,mc050,ideology_neoliberal,wrong
78,mc050,ideology_racist,wrong
78,mc050,iq_high,wrong
78,mc050,iq_low,wrong
78,mc050,mental_adhd,wrong
78,mc050,mental_depression,wrong
78,mc050,music_classical,wrong
78,mc050,music_techno,wrong
78,mc050,no_option_letter,wrong
78,mc050,occupation_cleaners,wrong
78,mc050,occupation_prime_ministers,wrong
78,mc050,oneshot_v_as_a_statistician,wrong
78,mc050,source_wikipedia,wrong
78,mc050,v_as_a_museum_poster,wrong
78,mc050,v_as_a_social_media_post,fail
78,mc050,v_cant_believe_it,wrong
78,mc050,v_deduction_three_steps,wrong
78,mc050,v_exact_then_abc,wrong
78,mc050,v_help_me_guess,wrong
78,mc050,v_most_are_wrong_why,wrong
78,mc050,v_nobody_knows,wrong
78,mc050,v_reason_statistically,wrong
78,mc050,v_reasoning,wrong
78,mc050,v_short,very_wrong
79,mc050,class_unknown,wrong
79,mc050,class_upper,wrong
79,mc050,economy_billionaire,wrong
79,mc050,economy_unknown,wrong
79,mc050,film_comedy,wrong
79,mc050,film_romantic,wrong
79,mc050,gender_unknown,fail
79,mc050,gender_woman,wrong
79,mc050,geo_soviet,wrong
79,mc050,geo_unknown,wrong
79,mc050,ideology_environmentalist,wrong
79,mc050,ideology_marxist,wrong
79,mc050,ideology_neoliberal,wrong
79,mc050,ideology_racist,wrong
79,mc050,iq_high,wrong
79,mc050,iq_low,wrong
79,mc050,mental_adhd,wrong
79,mc050,mental_depression,wrong
79,mc050,music_classical,wrong
79,mc050,music_techno,wrong
79,mc050,no_option_letter,wrong
79,mc050,occupation_cleaners,wrong
79,mc050,occupation_prime_ministers,very_wrong
79,mc050,oneshot_v_as_a_statistician,wrong
79,mc050,source_wikipedia,wrong
79,mc050,v_as_a_museum_poster,wrong
79,mc050,v_as_a_social_media_post,fail
79,mc050,v_cant_believe_it,very_wrong
79,mc050,v_deduction_three_steps,wrong
79,mc050,v_exact_then_abc,wrong
79,mc050,v_help_me_guess,wrong
79,mc050,v_most_are_wrong_why,very_wrong
79,mc050,v_nobody_knows,wrong
79,mc050,v_reason_statistically,wrong
79,mc050,v_reasoning,wrong
79,mc050,v_short,wrong
8,mc050,class_unknown,fail
8,mc050,class_upper,wrong
8,mc050,economy_billionaire,correct
8,mc050,economy_unknown,correct
8,mc050,film_comedy,correct
8,mc050,film_romantic,correct
8,mc050,gender_unknown,fail
8,mc050,gender_woman,correct
8,mc050,geo_soviet,correct
8,mc050,geo_unknown,fail
8,mc050,ideology_environmentalist,wrong
8,mc050,ideology_marxist,fail
8,mc050,ideology_neoliberal,wrong
8,mc050,ideology_racist,fail
8,mc050,iq_high,correct
8,mc050,iq_low,correct
8,mc050,mental_adhd,correct
8,mc050,mental_depression,correct
8,mc050,music_classical,wrong
8,mc050,music_techno,wrong
8,mc050,no_option_letter,correct
8,mc050,occupation_cleaners,correct
8,mc050,occupation_prime_ministers,correct
8,mc050,oneshot_v_as_a_statistician,correct
8,mc050,source_wikipedia,correct
8,mc050,v_as_a_museum_poster,correct
8,mc050,v_as_a_social_media_post,fail
8,mc050,v_cant_believe_it,fail
8,mc050,v_deduction_three_steps,correct
8,mc050,v_exact_then_abc,correct
8,mc050,v_help_me_guess,correct
8,mc050,v_most_are_wrong_why,correct
8,mc050,v_nobody_knows,correct
8,mc050,v_reason_statistically,correct
8,mc050,v_reasoning,very_wrong
8,mc050,v_short,correct
80,mc050,class_unknown,correct
80,mc050,class_upper,correct
80,mc050,economy_billionaire,correct
80,mc050,economy_unknown,correct
80,mc050,film_comedy,correct
80,mc050,film_romantic,correct
80,mc050,gender_unknown,correct
80,mc050,gender_woman,correct
80,mc050,geo_soviet,correct
80,mc050,geo_unknown,correct
80,mc050,ideology_environmentalist,correct
80,mc050,ideology_marxist,correct
80,mc050,ideology_neoliberal,correct
80,mc050,ideology_racist,correct
80,mc050,iq_high,correct
80,mc050,iq_low,correct
80,mc050,mental_adhd,correct
80,mc050,mental_depression,correct
80,mc050,music_classical,correct
80,mc050,music_techno,correct
80,mc050,no_option_letter,correct
80,mc050,occupation_cleaners,correct
80,mc050,occupation_prime_ministers,correct
80,mc050,oneshot_v_as_a_statistician,correct
80,mc050,source_wikipedia,correct
80,mc050,v_as_a_museum_poster,correct
80,mc050,v_as_a_social_media_post,fail
80,mc050,v_cant_believe_it,correct
80,mc050,v_deduction_three_steps,correct
80,mc050,v_exact_then_abc,correct
80,mc050,v_help_me_guess,correct
80,mc050,v_most_are_wrong_why,correct
80,mc050,v_nobody_knows,correct
80,mc050,v_reason_statistically,correct
80,mc050,v_reasoning,correct
80,mc050,v_short,correct
81,mc050,class_unknown,correct
81,mc050,class_upper,correct
81,mc050,economy_billionaire,correct
81,mc050,economy_unknown,correct
81,mc050,film_comedy,correct
81,mc050,film_romantic,correct
81,mc050,gender_unknown,correct
81,mc050,gender_woman,correct
81,mc050,geo_soviet,correct
81,mc050,geo_unknown,correct
81,mc050,ideology_environmentalist,correct
81,mc050,ideology_marxist,correct
81,mc050,ideology_neoliberal,correct
81,mc050,ideology_racist,correct
81,mc050,iq_high,correct
81,mc050,iq_low,correct
81,mc050,mental_adhd,correct
81,mc050,mental_depression,correct
81,mc050,music_classical,correct
81,mc050,music_techno,correct
81,mc050,no_option_letter,correct
81,mc050,occupation_cleaners,correct
81,mc050,occupation_prime_ministers,correct
81,mc050,oneshot_v_as_a_statistician,correct
81,mc050,source_wikipedia,correct
81,mc050,v_as_a_museum_poster,correct
81,mc050,v_as_a_social_media_post,correct
81,mc050,v_cant_believe_it,correct
81,mc050,v_deduction_three_steps,correct
81,mc050,v_exact_then_abc,correct
81,mc050,v_help_me_guess,correct
81,mc050,v_most_are_wrong_why,correct
81,mc050,v_nobody_knows,correct
81,mc050,v_reason_statistically,correct
81,mc050,v_reasoning,correct
81,mc050,v_short,correct
82,mc050,class_unknown,correct
82,mc050,class_upper,correct
82,mc050,economy_billionaire,wrong
82,mc050,economy_unknown,correct
82,mc050,film_comedy,wrong
82,mc050,film_romantic,correct
82,mc050,gender_unknown,correct
82,mc050,gender_woman,wrong
82,mc050,geo_soviet,wrong
82,mc050,geo_unknown,wrong
82,mc050,ideology_environmentalist,wrong
82,mc050,ideology_marxist,wrong
82,mc050,ideology_neoliberal,correct
